Operating System Marks,Algorithms Marks,Software Engineering Marks,Computer Networks Marks,Electronics Marks,Computer Architecture Marks,Mathematics Marks,Coding Skill Rating,Communication Skill Rating,Public Speaking Skill,Memory Capacity,Logical Reasoning Score,Reading and Writing Skill,Number of Hackathons Attended,Certifications,Number of Internships Attended,Worked As a Team,Personality,Expected Hours of Work Per Day,Willingness to Work for Long Period,Preference: Job vs. Higher Studies,Type of Company Preferred,Interested Career Area,Self-Learning Ability,Interest Type,Predicted Career Options
64,80,71,45,65,88,77,8,9,3,Poor,1,Average,0,Networking,1,No,Introvert,12,No,Job,Service-based,Administrator,No,Technical,IT Admin
87,93,94,59,88,45,73,1,9,6,Medium,2,Medium,5,None,1,Yes,Extrovert,10,Yes,Job,Product-based,Research,No,Technical,Business Analyst
84,54,97,60,44,51,83,2,5,3,Excellent,7,Excellent,0,Python,4,No,Introvert,6,No,Job,Service-based,Research,Yes,Management,Network Administrator
96,91,99,49,77,86,86,2,10,9,Poor,7,Medium,5,Python,0,No,Extrovert,12,No,Job,Product-based,Analyst,No,Technical,Business Analyst
72,48,53,74,61,85,46,2,2,10,Excellent,9,Average,7,Data Science,2,No,Introvert,10,Yes,Higher Studies,Product-based,Research,No,Management,UX Designer
57,88,57,58,84,64,92,9,6,10,Poor,7,Average,8,Python,3,No,Extrovert,4,Yes,Job,Product-based,Developer,Yes,Technical,UX Designer
100,98,78,83,58,73,79,7,6,2,Medium,4,Poor,1,None,5,Yes,Introvert,8,Yes,Job,Product-based,Research,No,Technical,IT Admin
73,78,61,71,40,79,52,10,6,4,Excellent,5,Medium,9,Data Science,3,No,Extrovert,12,Yes,Higher Studies,Product-based,Analyst,Yes,Management,Network Administrator
59,90,74,92,42,77,46,10,5,3,Excellent,1,Poor,8,Networking,0,No,Extrovert,7,No,Job,Product-based,Developer,Yes,Management,IT Admin
80,41,82,88,79,62,58,5,8,4,Excellent,9,Average,9,Java,2,Yes,Introvert,9,Yes,Higher Studies,Product-based,UX Designer,Yes,Management,UX Designer
73,77,42,49,92,77,86,10,1,8,Excellent,8,Medium,0,None,4,Yes,Introvert,4,No,Higher Studies,Product-based,Research,Yes,Management,Software Engineer
78,45,53,86,73,60,76,1,7,4,Poor,5,Poor,9,None,3,No,Extrovert,7,Yes,Higher Studies,Product-based,UX Designer,Yes,Management,System Developer
98,42,87,81,62,42,66,9,8,8,Medium,3,Excellent,4,Networking,1,No,Introvert,7,No,Job,Service-based,Analyst,No,Technical,Business Analyst
85,86,57,78,95,90,63,7,6,5,Excellent,9,Excellent,10,Data Science,4,No,Introvert,5,No,Job,Product-based,Administrator,No,Technical,Business Analyst
63,94,94,69,79,57,42,1,5,7,Medium,7,Excellent,6,Python,2,Yes,Extrovert,4,Yes,Job,Service-based,Administrator,No,Technical,System Developer
50,66,74,71,72,42,93,4,9,8,Excellent,7,Average,0,AI/ML,1,No,Extrovert,5,Yes,Job,Service-based,UX Designer,Yes,Management,UX Designer
73,92,69,56,89,90,50,7,7,2,Excellent,2,Average,6,AI/ML,3,No,Introvert,12,Yes,Job,Service-based,Administrator,No,Management,CRM Specialist
82,56,57,96,40,79,96,8,10,10,Poor,3,Poor,2,Java,2,No,Introvert,5,No,Higher Studies,Product-based,UX Designer,Yes,Management,System Developer
78,74,56,69,87,60,90,10,6,3,Excellent,6,Poor,7,None,2,Yes,Extrovert,5,Yes,Higher Studies,Product-based,Administrator,No,Technical,Software Engineer
83,65,92,45,47,67,48,3,4,2,Medium,7,Medium,6,AI/ML,3,Yes,Extrovert,12,Yes,Higher Studies,Product-based,Analyst,No,Management,Network Administrator
65,86,95,46,61,64,64,10,8,10,Poor,7,Medium,3,None,0,Yes,Extrovert,11,No,Higher Studies,Service-based,UX Designer,No,Management,Business Analyst
86,41,41,76,72,66,97,3,3,4,Excellent,10,Poor,4,None,0,Yes,Extrovert,11,Yes,Higher Studies,Product-based,Analyst,Yes,Management,System Developer
84,77,69,40,52,66,59,7,10,9,Poor,4,Poor,6,Java,5,No,Extrovert,12,No,Job,Product-based,Developer,Yes,Technical,IT Admin
54,79,68,61,41,68,61,4,3,2,Poor,4,Medium,0,Python,5,No,Introvert,10,Yes,Job,Service-based,UX Designer,Yes,Technical,Network Administrator
70,51,94,51,49,80,78,6,2,7,Poor,3,Average,10,Data Science,4,No,Extrovert,9,No,Job,Service-based,Administrator,No,Technical,Network Administrator
70,78,57,49,96,62,78,9,10,4,Poor,9,Poor,1,Python,4,No,Extrovert,10,No,Job,Product-based,UX Designer,No,Technical,System Developer
42,58,58,78,66,99,73,7,2,9,Excellent,4,Average,7,Networking,1,No,Extrovert,10,No,Higher Studies,Product-based,Analyst,No,Technical,UX Designer
54,68,63,88,46,86,77,4,6,2,Excellent,7,Medium,10,Java,5,Yes,Extrovert,5,Yes,Job,Service-based,UX Designer,No,Technical,Business Analyst
67,63,71,41,82,54,75,8,8,6,Medium,4,Average,7,AI/ML,3,Yes,Introvert,9,Yes,Job,Service-based,Administrator,No,Management,UX Designer
58,58,65,87,90,45,81,9,2,8,Excellent,1,Average,1,AI/ML,4,Yes,Extrovert,11,No,Higher Studies,Service-based,UX Designer,Yes,Technical,IT Admin
62,81,94,54,63,68,48,7,10,10,Excellent,1,Medium,6,AI/ML,0,Yes,Extrovert,11,Yes,Higher Studies,Product-based,Developer,Yes,Management,System Developer
71,78,86,54,45,45,43,3,7,1,Medium,5,Medium,7,None,1,No,Introvert,9,No,Higher Studies,Service-based,Analyst,No,Technical,Network Administrator
53,63,59,82,100,96,56,1,7,3,Poor,2,Average,8,Networking,4,Yes,Extrovert,6,Yes,Higher Studies,Product-based,Research,Yes,Technical,Network Administrator
65,41,68,93,76,62,62,9,4,7,Excellent,4,Excellent,3,AI/ML,0,No,Extrovert,12,Yes,Job,Product-based,UX Designer,No,Management,CRM Specialist
44,46,76,54,66,45,85,6,9,5,Medium,1,Average,9,Python,2,Yes,Extrovert,10,Yes,Job,Product-based,Developer,Yes,Technical,Business Analyst
42,51,92,96,74,64,86,7,10,3,Poor,7,Medium,9,Networking,3,No,Introvert,5,No,Higher Studies,Service-based,UX Designer,Yes,Technical,Technical Developer
70,100,40,77,68,81,52,8,5,2,Excellent,8,Average,5,None,1,Yes,Introvert,6,No,Higher Studies,Service-based,Analyst,Yes,Technical,IT Admin
59,76,96,68,87,78,50,2,4,9,Excellent,6,Excellent,7,Java,0,No,Extrovert,5,No,Higher Studies,Service-based,Developer,Yes,Management,CRM Specialist
81,74,55,90,89,58,65,1,7,8,Excellent,5,Excellent,7,Data Science,0,Yes,Introvert,6,No,Job,Service-based,Administrator,Yes,Technical,UX Designer
53,86,98,95,57,54,69,9,6,3,Excellent,5,Medium,3,Java,2,No,Extrovert,6,Yes,Job,Service-based,Administrator,Yes,Management,CRM Specialist
74,92,90,74,40,66,70,3,8,8,Excellent,3,Poor,5,Data Science,0,No,Introvert,7,Yes,Job,Service-based,Analyst,Yes,Technical,System Developer
77,55,63,82,42,86,92,8,9,4,Medium,10,Excellent,7,AI/ML,3,Yes,Extrovert,4,Yes,Job,Product-based,Administrator,Yes,Management,Technical Developer
66,43,81,87,52,98,85,2,1,5,Poor,8,Average,4,Networking,3,No,Introvert,7,Yes,Higher Studies,Service-based,Analyst,No,Management,System Developer
84,67,51,97,67,57,96,2,8,1,Poor,2,Average,5,Java,0,Yes,Extrovert,6,Yes,Job,Service-based,Developer,Yes,Technical,Business Analyst
51,70,92,71,85,97,41,6,3,5,Excellent,3,Medium,0,None,3,Yes,Extrovert,8,Yes,Higher Studies,Product-based,Developer,No,Management,Software Engineer
83,52,67,62,77,55,43,2,9,8,Medium,5,Excellent,8,AI/ML,4,Yes,Extrovert,12,No,Job,Service-based,UX Designer,No,Management,CRM Specialist
43,94,64,78,89,60,81,8,2,4,Poor,1,Average,0,Java,1,No,Extrovert,5,Yes,Job,Service-based,Analyst,Yes,Management,Software Engineer
66,86,84,64,79,42,68,6,1,7,Excellent,1,Poor,2,Java,5,No,Extrovert,6,No,Higher Studies,Product-based,Analyst,No,Technical,Network Administrator
46,50,66,47,80,44,96,4,5,10,Excellent,1,Average,4,Python,1,Yes,Extrovert,12,Yes,Higher Studies,Service-based,Developer,Yes,Management,Technical Developer
87,75,91,89,89,63,73,6,5,6,Excellent,5,Medium,2,None,2,Yes,Introvert,4,No,Higher Studies,Product-based,Analyst,Yes,Technical,UX Designer
71,82,76,57,53,83,54,10,3,6,Medium,6,Average,9,Java,5,No,Extrovert,8,Yes,Job,Service-based,Administrator,No,Management,Software Engineer
43,62,76,88,59,61,84,7,9,2,Medium,1,Medium,5,None,4,Yes,Extrovert,11,No,Job,Service-based,UX Designer,Yes,Technical,Technical Developer
63,66,45,48,85,88,71,3,4,9,Excellent,8,Medium,1,AI/ML,2,Yes,Introvert,5,Yes,Higher Studies,Service-based,Administrator,Yes,Management,Business Analyst
60,96,95,96,80,75,46,10,1,10,Medium,4,Medium,3,Data Science,2,Yes,Introvert,12,No,Higher Studies,Service-based,UX Designer,No,Management,Network Administrator
70,95,81,97,53,92,54,10,6,3,Poor,9,Poor,2,Networking,2,Yes,Extrovert,7,Yes,Job,Product-based,UX Designer,Yes,Technical,CRM Specialist
98,71,84,50,60,83,50,3,8,2,Poor,5,Average,9,Data Science,4,No,Introvert,6,No,Higher Studies,Service-based,UX Designer,No,Technical,Business Analyst
91,52,40,60,81,45,51,8,7,8,Medium,1,Excellent,0,None,1,Yes,Extrovert,8,Yes,Higher Studies,Service-based,Administrator,No,Management,Network Administrator
78,92,64,41,75,79,98,4,10,9,Poor,3,Excellent,7,Java,4,Yes,Extrovert,4,No,Job,Product-based,Research,No,Technical,Technical Developer
73,68,76,74,62,82,72,3,9,5,Medium,1,Excellent,5,Data Science,1,Yes,Extrovert,9,Yes,Higher Studies,Service-based,Analyst,No,Technical,Technical Developer
51,86,99,53,51,64,40,3,8,7,Excellent,3,Poor,10,AI/ML,4,Yes,Extrovert,7,No,Higher Studies,Product-based,Analyst,Yes,Technical,CRM Specialist
69,77,70,67,99,86,53,6,3,6,Excellent,8,Excellent,9,None,4,No,Extrovert,11,Yes,Higher Studies,Product-based,Administrator,No,Management,Network Administrator
87,66,88,80,96,46,68,10,1,1,Poor,1,Average,3,Networking,4,Yes,Introvert,10,Yes,Higher Studies,Service-based,UX Designer,No,Technical,Technical Developer
45,92,89,76,90,47,59,6,9,9,Medium,7,Average,6,Networking,0,Yes,Introvert,6,Yes,Job,Product-based,UX Designer,Yes,Technical,IT Admin
82,88,89,40,57,47,57,6,3,8,Medium,2,Poor,1,None,0,Yes,Introvert,12,Yes,Job,Service-based,Administrator,Yes,Technical,IT Admin
59,49,66,98,49,63,43,4,10,10,Medium,3,Excellent,10,None,3,No,Extrovert,4,No,Higher Studies,Product-based,UX Designer,No,Management,Business Analyst
66,49,69,80,55,79,66,7,6,3,Excellent,7,Average,4,Networking,0,Yes,Extrovert,5,No,Higher Studies,Product-based,UX Designer,Yes,Technical,Software Engineer
95,68,50,99,48,61,66,3,6,10,Excellent,3,Poor,0,Networking,0,No,Introvert,8,Yes,Job,Product-based,Developer,Yes,Technical,Software Engineer
69,70,83,71,69,93,41,2,6,6,Poor,3,Poor,10,Java,4,No,Introvert,7,No,Job,Service-based,UX Designer,Yes,Technical,IT Admin
83,82,75,86,47,96,91,8,5,3,Medium,7,Poor,6,AI/ML,2,No,Introvert,9,Yes,Higher Studies,Service-based,Research,No,Management,Business Analyst
50,45,72,100,96,74,55,6,9,1,Medium,5,Average,8,Networking,5,Yes,Introvert,6,Yes,Higher Studies,Service-based,UX Designer,Yes,Technical,CRM Specialist
44,98,91,63,99,63,58,4,1,2,Excellent,7,Average,5,Java,5,No,Extrovert,8,No,Job,Service-based,UX Designer,No,Technical,Network Administrator
91,44,77,100,42,80,55,2,10,1,Poor,9,Average,10,AI/ML,5,No,Extrovert,8,Yes,Job,Service-based,Analyst,Yes,Technical,Software Engineer
58,81,95,41,44,85,53,6,4,4,Poor,10,Excellent,4,Data Science,4,Yes,Extrovert,11,No,Job,Product-based,UX Designer,No,Management,IT Admin
71,67,46,99,42,82,95,2,10,4,Poor,9,Average,7,Networking,5,No,Introvert,6,Yes,Higher Studies,Product-based,Research,No,Technical,System Developer
75,74,79,60,83,65,66,1,5,7,Excellent,3,Average,7,Networking,2,No,Extrovert,4,No,Job,Service-based,Research,No,Management,UX Designer
74,41,83,47,41,54,93,7,9,10,Medium,8,Average,0,None,1,No,Introvert,7,No,Job,Product-based,UX Designer,Yes,Technical,UX Designer
81,95,90,56,81,65,89,1,8,2,Excellent,6,Poor,5,AI/ML,1,No,Extrovert,9,Yes,Job,Service-based,UX Designer,Yes,Technical,IT Admin
49,40,42,67,68,62,74,6,2,2,Excellent,10,Medium,1,Python,3,No,Introvert,7,Yes,Higher Studies,Service-based,Developer,Yes,Technical,IT Admin
93,41,93,57,59,61,97,8,9,6,Medium,8,Medium,8,Java,5,Yes,Extrovert,12,No,Higher Studies,Service-based,Analyst,No,Technical,System Developer
97,65,73,52,90,61,97,6,6,4,Excellent,5,Poor,5,Networking,3,No,Introvert,7,No,Job,Service-based,Developer,Yes,Technical,Software Engineer
94,68,96,52,89,79,46,5,3,7,Excellent,5,Poor,10,AI/ML,4,No,Introvert,6,Yes,Higher Studies,Product-based,Research,No,Technical,System Developer
73,82,97,61,48,52,87,3,8,6,Poor,1,Excellent,4,Networking,5,Yes,Extrovert,11,No,Higher Studies,Product-based,Research,Yes,Management,CRM Specialist
49,83,87,84,84,83,88,1,9,4,Excellent,8,Medium,10,AI/ML,4,No,Introvert,10,No,Higher Studies,Product-based,Administrator,No,Technical,System Developer
100,94,72,80,83,91,81,5,3,3,Poor,1,Medium,1,Networking,4,No,Extrovert,7,Yes,Job,Product-based,Research,Yes,Management,UX Designer
58,87,67,66,97,82,43,5,2,1,Medium,1,Poor,8,AI/ML,3,No,Introvert,10,Yes,Higher Studies,Product-based,Analyst,No,Management,IT Admin
79,51,69,63,51,58,70,4,7,6,Medium,9,Medium,6,AI/ML,5,No,Introvert,11,No,Job,Product-based,Research,Yes,Management,UX Designer
46,90,93,52,86,78,83,6,7,9,Medium,6,Medium,2,None,5,No,Introvert,11,No,Higher Studies,Service-based,Research,Yes,Technical,Technical Developer
76,44,47,96,77,46,62,5,9,3,Excellent,6,Average,9,AI/ML,5,No,Introvert,6,No,Job,Service-based,Administrator,Yes,Management,Network Administrator
99,69,100,75,61,54,93,7,7,3,Poor,2,Medium,0,AI/ML,3,Yes,Introvert,4,No,Job,Service-based,UX Designer,Yes,Technical,Technical Developer
75,87,86,89,77,66,42,9,9,3,Medium,1,Excellent,9,None,1,No,Extrovert,6,No,Higher Studies,Service-based,Developer,No,Management,Software Engineer
83,57,85,49,88,87,69,10,3,1,Poor,1,Medium,2,Networking,4,No,Introvert,6,No,Higher Studies,Service-based,Analyst,Yes,Technical,Technical Developer
84,93,84,60,88,64,84,7,7,3,Excellent,7,Poor,2,Java,4,No,Extrovert,6,No,Job,Service-based,UX Designer,Yes,Management,Software Engineer
59,76,51,68,40,42,85,3,2,3,Excellent,4,Average,5,Data Science,2,No,Introvert,10,Yes,Job,Service-based,UX Designer,Yes,Management,Technical Developer
84,78,75,67,75,64,90,7,3,9,Excellent,7,Average,6,AI/ML,2,No,Introvert,11,Yes,Job,Product-based,Analyst,Yes,Management,IT Admin
75,79,59,74,86,83,51,3,1,8,Poor,9,Average,6,None,5,No,Extrovert,9,Yes,Job,Service-based,Administrator,No,Management,System Developer
41,57,66,100,57,45,52,4,9,3,Medium,4,Poor,9,Python,2,Yes,Introvert,4,No,Higher Studies,Service-based,UX Designer,Yes,Management,Business Analyst
41,40,50,94,83,84,86,2,10,6,Medium,8,Average,1,AI/ML,2,No,Introvert,4,No,Job,Service-based,UX Designer,Yes,Technical,Software Engineer
85,86,62,66,71,56,82,10,2,6,Poor,10,Average,8,None,5,No,Extrovert,7,No,Job,Product-based,Research,Yes,Technical,Software Engineer
66,73,81,92,63,67,69,2,3,8,Poor,9,Excellent,7,Python,0,Yes,Introvert,7,Yes,Job,Product-based,Administrator,No,Management,CRM Specialist
80,99,86,87,73,90,40,10,6,7,Medium,4,Average,5,Data Science,0,No,Extrovert,10,No,Job,Service-based,UX Designer,No,Technical,UX Designer
67,75,57,58,90,73,96,1,7,10,Excellent,6,Medium,4,Java,5,No,Extrovert,6,Yes,Job,Service-based,Administrator,Yes,Management,CRM Specialist
51,63,74,58,40,42,82,9,4,8,Medium,4,Poor,9,None,3,No,Extrovert,8,No,Higher Studies,Service-based,Developer,No,Technical,System Developer
65,80,59,85,87,91,40,7,7,9,Medium,6,Excellent,7,Python,1,Yes,Extrovert,12,Yes,Job,Product-based,Developer,No,Management,CRM Specialist
70,50,61,40,80,59,99,9,3,1,Excellent,4,Average,6,Python,2,No,Introvert,7,Yes,Job,Service-based,Administrator,Yes,Management,Network Administrator
78,78,57,45,59,89,87,5,10,5,Excellent,5,Average,2,Data Science,2,Yes,Introvert,8,No,Job,Product-based,Developer,No,Management,IT Admin
61,68,91,89,40,59,65,8,9,6,Excellent,7,Average,9,AI/ML,0,No,Extrovert,12,No,Job,Service-based,Developer,Yes,Management,UX Designer
80,82,66,46,100,70,60,2,5,5,Poor,1,Average,5,Python,2,Yes,Introvert,5,No,Higher Studies,Product-based,Developer,Yes,Technical,Network Administrator
59,61,90,100,99,76,41,5,9,10,Excellent,5,Average,3,Data Science,3,Yes,Introvert,10,No,Job,Product-based,Research,No,Technical,Business Analyst
49,87,77,99,41,42,42,4,5,5,Poor,8,Poor,5,Python,3,Yes,Extrovert,11,No,Job,Service-based,UX Designer,No,Technical,UX Designer
90,90,49,76,85,90,51,2,2,2,Poor,8,Medium,8,AI/ML,0,No,Extrovert,4,No,Higher Studies,Product-based,UX Designer,No,Technical,System Developer
51,42,97,80,87,49,68,8,3,7,Poor,9,Medium,0,None,2,Yes,Extrovert,12,No,Higher Studies,Service-based,UX Designer,No,Technical,Software Engineer
63,47,47,48,89,79,96,1,1,4,Medium,8,Poor,2,Python,3,No,Extrovert,7,No,Higher Studies,Product-based,UX Designer,Yes,Technical,Technical Developer
92,41,49,60,100,55,74,5,3,3,Poor,4,Medium,3,AI/ML,0,No,Extrovert,5,No,Job,Service-based,Analyst,Yes,Technical,CRM Specialist
71,63,60,96,87,48,81,9,4,4,Poor,4,Poor,0,None,4,Yes,Introvert,9,Yes,Job,Service-based,UX Designer,Yes,Technical,Technical Developer
60,96,53,64,44,95,49,6,5,8,Medium,2,Poor,7,Python,5,No,Extrovert,9,Yes,Job,Product-based,Developer,No,Management,CRM Specialist
69,82,52,94,71,73,81,10,2,3,Excellent,6,Poor,10,Data Science,3,Yes,Introvert,12,Yes,Job,Service-based,Administrator,No,Technical,Network Administrator
60,86,93,88,87,89,99,9,6,7,Excellent,9,Medium,2,Data Science,3,No,Introvert,9,Yes,Job,Product-based,UX Designer,No,Management,Business Analyst
87,43,72,50,89,47,49,4,9,10,Poor,6,Medium,6,Networking,2,No,Extrovert,8,No,Job,Service-based,UX Designer,No,Technical,Technical Developer
50,42,87,56,75,67,73,5,7,5,Excellent,1,Medium,6,AI/ML,0,No,Extrovert,6,Yes,Higher Studies,Service-based,Developer,No,Management,Business Analyst
64,89,81,54,68,91,71,9,8,8,Excellent,1,Medium,4,Networking,3,Yes,Introvert,7,Yes,Job,Service-based,Developer,Yes,Management,Technical Developer
67,60,72,78,59,77,83,5,6,8,Medium,5,Average,10,Networking,4,No,Introvert,12,Yes,Job,Service-based,Developer,No,Management,Network Administrator
80,74,51,55,42,43,85,7,8,6,Medium,6,Medium,2,Data Science,3,No,Introvert,7,No,Higher Studies,Service-based,UX Designer,No,Technical,IT Admin
58,92,93,55,48,92,84,8,8,7,Excellent,10,Medium,1,Python,4,Yes,Extrovert,5,Yes,Job,Service-based,Developer,Yes,Management,IT Admin
59,52,53,100,47,68,58,3,4,10,Excellent,7,Medium,7,Networking,5,Yes,Introvert,9,Yes,Higher Studies,Service-based,UX Designer,No,Management,System Developer
50,93,98,98,47,54,69,3,3,1,Poor,5,Poor,2,None,5,Yes,Introvert,10,Yes,Higher Studies,Service-based,UX Designer,Yes,Technical,IT Admin
67,87,89,76,70,84,47,4,3,3,Excellent,1,Medium,6,Data Science,1,No,Extrovert,9,No,Job,Service-based,Developer,Yes,Technical,IT Admin
50,50,47,65,93,47,49,9,4,6,Medium,6,Average,3,AI/ML,4,No,Introvert,10,Yes,Job,Product-based,Analyst,Yes,Management,UX Designer
65,50,47,96,95,85,70,2,4,2,Medium,10,Medium,7,Networking,5,No,Introvert,7,Yes,Higher Studies,Product-based,UX Designer,Yes,Technical,Software Engineer
58,84,91,82,80,94,64,3,7,5,Medium,8,Average,5,None,2,Yes,Introvert,12,Yes,Higher Studies,Service-based,Developer,No,Technical,Software Engineer
53,95,93,99,58,74,67,6,2,5,Medium,8,Poor,6,None,1,No,Introvert,9,No,Job,Service-based,Research,No,Management,Network Administrator
75,61,74,48,99,51,93,2,8,7,Excellent,3,Medium,5,Python,0,Yes,Extrovert,8,No,Higher Studies,Product-based,Administrator,Yes,Technical,IT Admin
47,96,70,85,87,92,72,1,1,10,Poor,3,Excellent,10,Networking,1,Yes,Extrovert,11,No,Job,Service-based,Research,No,Technical,Network Administrator
71,86,79,68,71,80,64,6,1,10,Medium,6,Excellent,2,Java,1,No,Extrovert,4,Yes,Higher Studies,Product-based,Analyst,No,Technical,Technical Developer
69,42,96,52,96,55,61,10,7,3,Excellent,1,Poor,3,Python,5,No,Extrovert,9,No,Job,Service-based,Administrator,Yes,Management,UX Designer
91,80,78,74,96,94,66,1,3,7,Poor,3,Average,8,None,5,No,Introvert,9,Yes,Higher Studies,Product-based,UX Designer,Yes,Technical,Software Engineer
99,84,50,90,91,42,95,3,1,6,Poor,3,Excellent,9,None,0,Yes,Introvert,11,Yes,Higher Studies,Service-based,UX Designer,No,Technical,IT Admin
93,41,67,86,74,40,97,1,6,3,Medium,3,Medium,8,Python,2,Yes,Introvert,6,Yes,Higher Studies,Product-based,Research,Yes,Management,Business Analyst
49,52,52,64,89,54,61,1,3,8,Excellent,10,Average,3,Networking,1,Yes,Introvert,11,No,Job,Product-based,Administrator,No,Management,Business Analyst
67,94,50,68,96,80,46,10,5,8,Excellent,4,Poor,4,None,0,Yes,Extrovert,11,Yes,Higher Studies,Service-based,Developer,Yes,Management,UX Designer
58,42,92,96,63,100,84,7,2,4,Medium,3,Medium,3,None,5,Yes,Introvert,10,No,Higher Studies,Service-based,UX Designer,No,Management,UX Designer
80,40,66,41,71,93,93,1,2,5,Poor,10,Average,7,Networking,4,No,Extrovert,10,Yes,Job,Service-based,UX Designer,No,Technical,Software Engineer
84,67,99,63,52,93,86,5,10,10,Excellent,2,Excellent,0,Data Science,5,No,Extrovert,11,Yes,Job,Service-based,Analyst,No,Technical,Software Engineer
55,85,98,62,95,76,51,10,8,7,Excellent,4,Poor,6,AI/ML,4,Yes,Introvert,7,Yes,Higher Studies,Product-based,Analyst,Yes,Technical,Software Engineer
80,98,59,54,82,41,94,8,7,3,Excellent,1,Medium,5,AI/ML,0,No,Introvert,4,No,Job,Service-based,Administrator,Yes,Management,Technical Developer
40,52,62,91,55,48,52,5,3,3,Excellent,10,Excellent,10,Java,0,Yes,Extrovert,5,Yes,Higher Studies,Service-based,Research,No,Management,IT Admin
68,57,42,82,66,46,97,5,3,5,Medium,6,Medium,8,Data Science,3,No,Introvert,4,No,Higher Studies,Product-based,Analyst,Yes,Technical,System Developer
65,62,84,68,59,52,85,10,8,5,Medium,9,Average,3,Networking,4,Yes,Introvert,5,No,Higher Studies,Service-based,Developer,No,Technical,Technical Developer
45,44,47,63,89,51,67,4,6,7,Medium,8,Poor,1,None,1,No,Extrovert,4,No,Job,Service-based,Analyst,No,Technical,System Developer
